A,B,C,D,E
-0.360007291614975,-0.30062332047253737,1.7815250210760767,-1.373444579582277,1
-1.4266828135942113,0.006318522323094755,-1.5914413231764364,-1.528047075881549,0
-0.8713033349256126,-0.2553967691046434,0.9008405013518855,-1.7806373818932835,1
-0.41257003514402996,-0.011176234119777554,-0.36628320973926454,-0.48438701143923446,0
0.5000507382681425,-0.2647470164244394,2.4542336466480963,-0.3225608592758882,1
0.3803935279949273,-0.27189946265701564,2.3762526600218883,-0.47583100300685177,1
-2.2413177608946553,0.03597469479621898,-2.6883164011130987,-2.315416864427805,0
-0.30106420022349095,-0.0039417657697352095,-0.29772666591533536,-0.33969728698003965,0
0.5467774003171783,0.1860060521929866,-0.7512091368761726,1.20153878385879,0
0.8617211989434667,-0.006310983745095441,0.9792557634301321,0.914791534730395,1
0.264373416244544,0.20071386508235628,-1.1634351629573154,0.9430575177557894,0
1.6048603550959797,0.10989535755056731,0.9450097917451727,2.1013316601307443,0
0.5721213118607005,0.16908554383434282,-0.6015218325270004,1.1737421737914822,0
1.0262647356106869,-0.14673282894840453,2.171891909348113,0.6344108036717557,1
-0.240190096972131,-0.009881848187381977,-0.18886117040020134,-0.29303325056106455,0
0.8195021787605804,-0.03297191094107754,1.1261003300909171,0.7818151367881133,1
0.4193779970774854,-0.030760615178826542,0.6765956133714324,0.3546982375706478,1
0.6133012793636908,-0.11792167277312145,1.5163285554216197,0.28030351598199454,1
-0.6991789800445956,-0.007193477951666759,-0.7055914970285402,-0.7824898648295655,0
0.09739059336653723,0.006741711928690165,0.056822286819865675,0.12775659819691798,1
1.0545225614134373,0.11553076690160086,0.3080153947446027,1.5223464706396719,1
0.3160442018602048,-0.022718173219797803,0.5065387477490542,0.2688151102059164,0
0.6842694266846573,-0.26254750732768317,2.63794460168335,-0.11539725800093059,1
-1.5779546320445454,0.019253772909120302,-1.8487824394675063,-1.6499750203274475,0
-0.09401411133094936,-0.01904477227541868,0.03570878582719428,-0.1643063575233198,0
0.7715949457007344,-0.12130519522413259,1.7122796907277098,0.4410755907310888,1
-0.1805925184841375,0.21886866578172173,-1.776695423993969,0.5193782950969935,0
0.8304484122090946,0.04218692568981092,0.5950412981785543,1.0393692587385823,1
-0.922218861890205,-0.3392195243009012,1.4511780345686027,-2.1098989398741126,1
0.10639539924017634,0.22650742761550788,-1.5209260002562743,0.8558797918228491,0
0.2992091563319044,0.18260060367572714,-0.9948475434697207,0.9216657764844286,0
0.28436609548484343,0.2014782127808213,-1.1472946255053775,0.9672585023844397,0
0.34880251778407745,0.18540708850068705,-0.9613865495643731,0.9846741876199212,0
-0.5159554139233925,-0.045152026507150715,-0.23287203593466854,-0.7076711468631385,1
1.1798812325500332,0.2099953233147588,-0.2385359965921141,1.967202810662366,1
1.0582029462482105,-0.005087558867809881,1.183304503940913,1.1320764711805622,1
0.21725196507258743,-0.07947399533574624,0.8094809233146487,-0.023944141617120662,1
-0.07831511200475318,0.21290557710038918,-1.6228036130085353,0.6109114682176788,0
0.06567469511278339,0.20428146422222146,-1.4044945322505278,0.739026421272239,0
-0.6162797284025505,0.23600208329717498,-2.3725241774530046,0.10243276843483717,0
-0.5822390959235783,-0.01414964437765963,-0.5286393959198905,-0.6782862732724784,0
1.3607291570029818,0.22556705509678948,-0.15507314554467988,2.214417149571287,1
0.1691177161845013,0.1963536851493909,-1.2351476029307344,0.8254029146801628,0
0.9371860884030042,-0.04369740104210074,1.3310867538193225,0.8745055977364701,1
-0.7912257886975826,-0.23815312223311727,0.8630422186343736,-1.637346858816628,1
0.747601315914162,-0.15326899422727044,1.9171772653811479,0.31054981862030384,1
0.00921295757646236,-0.03194893503995808,0.24076925792252646,-0.094430592254098,0
0.9059356101003427,-0.1318230884451171,1.9338139647293113,0.5525259540153907,1
0.5331494995404231,0.1760944423036737,-0.6943771074969269,1.1543472697748405,0
0.8651192729716738,0.01198193914841464,0.8507963492743247,0.9782743118935351,1
0.5815580516429854,-0.166178954366133,1.830527499952281,0.08810684798633084,1
-0.01947175897453826,0.20078098895718502,-1.4714638735502528,0.6351557783272456,0
-0.5683941649628006,-0.012102862352767385,-0.5284237149280748,-0.6565669321579763,0
0.46897015802540354,0.18448839178686374,-0.824549613800724,1.1121162691408322,0
-0.7021769259633941,-0.011632791488371551,-0.6767718137311274,-0.8002549965044649,0
0.7072708966767144,0.08921310489057957,0.12188006698985088,1.0593714203200655,1
0.020889290895779115,0.18679200482975486,-1.3266818566126464,0.6332429273080946,0
1.7332857092652185,0.11439638249149384,1.0516438584115342,2.255453145349538,0
